,address_line1,address_line2,city,food_type,food_type1,location,number_of_reviews,opening_hour,out_of,restaurant_name,review_score,review_scores
1232,Al Ahmadi St. Taoun Block, Riyadh 12478 Saudi Arabia,Riyadh,"Turkish, Middle Eastern, Mediterranean",European,"Al Ahmadi St. Taoun Block, Riyadh 12478 Saudi Arabia",37,+ Add hours,45 of 95 Mediterranean in Riyadh,Kosebasi,3.5 ,3.5
1233,Prince Mohammed Bin Abdulaziz Road, Riyadh Saudi Arabia,Riyadh,"talian, Lebanese, Mediterranean, Grill",Arabic,"Prince Mohammed Bin Abdulaziz Road, Riyadh Saudi Arabia",16,+ Add hours,33 of 97 Italian in Riyadh,Goodies Restaurant,4.0 ,4.0
1234,Al-Batha Commercial Center, Riyadh Saudi Arabia,Riyadh,"Asian, Indian, Halal",Asian,"Al-Batha Commercial Center, Riyadh Saudi Arabia",14,+ Add hours,25 of 69 Indian in Riyadh,Classic,4.5 ,4.5
1235,Al Jamea Street, Prince Fahd Ibn Ibrahim Al Saud Street,Riyadh,"Italian, Chinese, Indian",Italian,"Al Jamea Street, Prince Fahd Ibn Ibrahim Al Saud Street, Riyadh 12642 Saudi Arabia",9,+ Add hours,34 of 97 Italian in Riyadh,Unique Barbeque,4.5 ,4.5
1236,Riyadh Saudi Arabia,Riyadh Saudi Arabia,Riyadh,"Italian, Mediterranean",Italian,Riyadh Saudi Arabia,11,Closed Now:See all hours,35 of 97 Italian in Riyadh,Fiamma,4.5 ,4.5
1237,King Abdulaziz Road, Riyadh 13312 Saudi Arabia,Riyadh,"Steakhouse, Turkish, Lebanese",BBQ,"King Abdulaziz Road, Riyadh 13312 Saudi Arabia",20,Closed Now:See all hours,23 of 33 Steakhouse in Riyadh,Beeves Burger & Steakhouse,4.0 ,4.0
1238,Northern Ring Branch Road, Riyadh 13512 Saudi Arabia,Riyadh,Cafe,Cafe,"Northern Ring Branch Road, Riyadh 13512 Saudi Arabia",10,+ Add hours,17 of 38 French in Riyadh,The Organic Cafe,4.5 ,4.5
1239,Holiday inn, Riyadh Saudi Arabia,Riyadh,"Indian, Asian, Vegetarian Friendly",Indian,"Holiday inn, Riyadh Saudi Arabia",19,+ Add hours,27 of 69 Indian in Riyadh,Sholay,4.0 ,4.0
1240,7004 Prince Mashari Ibn Abdulaziz, Riyadh 122424393 Saudi Arabia,Riyadh,Indian,Indian,"7004 Prince Mashari Ibn Abdulaziz, Riyadh 122424393 Saudi Arabia",11,+ Add hours,28 of 69 Indian in Riyadh,Crown Garden,4.5 ,4.5
1241,Olaya St, Riyadh 11491 Saudi Arabia,Riyadh,"Italian, European, Pizza",Italian,"Olaya St, Riyadh 11491 Saudi Arabia",18,Open Now:6:00 AM - 11:30 PM,36 of 97 Italian in Riyadh,Da Pino,4.0 ,4.0
1242,Riyadh 11351 Saudi Arabia,Riyadh 11351 Saudi Arabia,Riyadh,"Indian, Asian, Vegetarian Friendly",Indian,Riyadh 11351 Saudi Arabia,21,+ Add hours,29 of 69 Indian in Riyadh,Where East Meets West,4.0 ,4.0
1243,An Nafal King Abdul Aziz Branch Road, Riyadh 13312 Saudi Arabia,Riyadh,Asian,Asian,"An Nafal King Abdul Aziz Branch Road, Riyadh 13312 Saudi Arabia",13,+ Add hours,48 of 86 Asian in Riyadh,The Yellow Chilli,4.0 ,4.0
1244,Prince Sultan Street The District Al Faisaliah Mall - Mode Olaya Street, Riyadh 11433 Saudi Arabia,Riyadh,"Chinese, Asian",Asian,"Prince Sultan Street The District Al Faisaliah Mall - Mode Olaya Street, Riyadh 11433 Saudi Arabia",6,+ Add hours,17 of 37 Chinese in Riyadh,Yauatcha Riyadh,5.0 ,5.0
1245,Olaya, Thalateen st.,Riyadh,"Barbecue, International",BBQ,"Olaya, Thalateen st., Riyadh Saudi Arabia",48,+ Add hours,25 of 79 International in Riyadh,bbq Chicken Restaurant,4.0 ,4.0
1246,King Muhammad V Tahlia, Palazzo Center,Riyadh,"Lebanese, Mediterranean, Middle Eastern",Arabic,"King Muhammad V Tahlia, Palazzo Center, Riyadh 12223 Saudi Arabia",27,Open Now:7:00 AM - 11:30 PM,20 of 47 Lebanese in Riyadh,Lamis,4.0 ,4.0
1247,3896 Prince Muqrin Ibn Abdulaziz Tamimi Plaza, Riyadh 12474 Saudi Arabia,Riyadh,"French, European",European,"3896 Prince Muqrin Ibn Abdulaziz Tamimi Plaza, Riyadh 12474 Saudi Arabia",13,Open Now:See all hours,18 of 38 French in Riyadh,Delicieuse Crepe,4.5 ,4.5
1248,Abdullah Al-Hamdan St., Riyadh 12222 Saudi Arabia,Riyadh,"rabic, Vegetarian Friendly",Healthy,"Abdullah Al-Hamdan St., Riyadh 12222 Saudi Arabia",14,Open Now:6:00 AM - 12:00 AM,6 of 58 Arabic in Riyadh,Wadek,4.0 ,4.0
1249,34th Street, Riyadh Saudi Arabia,Riyadh,"Indian, Halal",Indian,"34th Street, Riyadh Saudi Arabia",49,Closed Now:See all hours,30 of 69 Indian in Riyadh,Shezan Indian Restaurant,3.5 ,3.5
1250,Hanifa Valley Street Cross 90 St ,King Fahad Road,Riyadh,"Mediterranean, Middle Eastern, Lebanese",Mediterranean,"Hanifa Valley Street Cross 90 St ,King Fahad Road, Beside The Pancake House, Riyadh 13712 Saudi Arabia",56,Open Now:12:00 AM - 11:59 PM,21 of 47 Lebanese in Riyadh,Fairouz Garden,3.5 ,3.5
1251,Buraydah St. Khurais Rd. intersection, Riyadh Saudi Arabia,Riyadh,"Italian, Pizza, Vegetarian Friendly",Italian,"Buraydah St. Khurais Rd. intersection, Riyadh Saudi Arabia",120,+ Add hours,37 of 97 Italian in Riyadh,Forchetta,3.5 ,3.5
1252,Abi Bakr As Siddiq Branch Rd, Al Wadi,Riyadh,Cafe,Cafe,"Abi Bakr As Siddiq Branch Rd, Al Wadi, Riyadh 13313 Saudi Arabia",13,Closed Now:See all hours,33 of 97 Cafe in Riyadh,Capio Diem,4.0 ,4.0
1253,Olaya street,Riyadh,Riyadh,"Lebanese, Middle Eastern, Fast Food",Arabic,"Olaya street,Riyadh,Kingdom of Saudi Arabia, Riyadh Saudi Arabia",44,+ Add hours,22 of 47 Lebanese in Riyadh,Yamal asham,3.5 ,3.5
1254,King Fahad Road, Riyadh Saudi Arabia,Riyadh,"Pakistani, Asian",Asian,"King Fahad Road, Riyadh Saudi Arabia",15,+ Add hours,50 of 86 Asian in Riyadh,Spice Village,4.0 ,4.0
1255,Hilton Riyadh Hotel & Residences, Riyadh 13241 Saudi Arabia,Riyadh,Cafe,Cafe,"Hilton Riyadh Hotel & Residences, Riyadh 13241 Saudi Arabia",6,Open Now:6:30 AM - 12:00 AM,26 of 79 International in Riyadh,Teatro,4.5 ,4.5
1256,Prince Mamduh Ibn Abdulaziz Street As Sulimaniyah, Riyadh 21955 Saudi Arabia,Riyadh,"Pizza, Italian",Pizza,"Prince Mamduh Ibn Abdulaziz Street As Sulimaniyah, Riyadh 21955 Saudi Arabia",19,+ Add hours,38 of 97 Italian in Riyadh,Pizza Hut,4.0 ,4.0
1257,King Fahad Road, Riyadh Saudi Arabia,Riyadh,Chinese,Asian,"King Fahad Road, Riyadh Saudi Arabia",15,+ Add hours,18 of 37 Chinese in Riyadh,Gulf Royal Chinese Restaurant,4.0 ,4.0
1258,3538 Prince Sultan Bin Abdulaziz Road, Riyadh Saudi Arabia,Riyadh,"Cafe, European",Cafe,"3538 Prince Sultan Bin Abdulaziz Road, Riyadh Saudi Arabia",9,+ Add hours,34 of 97 Cafe in Riyadh,Piedays,4.5 ,4.5
1259,Jarir Street Malaz, Riyadh 11623 Saudi Arabia,Riyadh,"Indian, Barbecue, Asian",Indian,"Jarir Street Malaz, Riyadh 11623 Saudi Arabia",32,Closed Now:See all hours,31 of 69 Indian in Riyadh,Indian Corner,4.0 ,4.0
1260,Said Ibn Zayd Rd Opposite Herfy, Riyadh 13244 Saudi Arabia,Riyadh,"Chinese, Indian",Asian,"Said Ibn Zayd Rd Opposite Herfy, Riyadh 13244 Saudi Arabia",6,Closed Now:See all hours,19 of 37 Chinese in Riyadh,Golden Chimney Restaurant,5.0 ,5.0
1261,Ash Shaikh Abdullah al Anqari Street Salah Uddien Area, Riyadh Saudi Arabia,Riyadh,"Indian, Asian, Vegetarian Friendly",Indian,"Ash Shaikh Abdullah al Anqari Street Salah Uddien Area, Riyadh Saudi Arabia",28,+ Add hours,33 of 69 Indian in Riyadh,Indian Style,4.0 ,4.0
1262,266 Prince Mohamed Bin Abdul Aziz St Al Tahliya, Al Sulimania,Riyadh,"Lebanese, Mediterranean, Middle Eastern",Arabic,"266 Prince Mohamed Bin Abdul Aziz St Al Tahliya, Al Sulimania, Riyadh Saudi Arabia",95,+ Add hours,23 of 47 Lebanese in Riyadh,Abdel Wahab,3.5 ,3.5
1263,2874 Prince Abdulaziz Ibn Musaid Ibn Jalawi St As Sulimaniyah, Riyadh Saudi Arabia,Riyadh,"Contemporary, Fusion, Middle Eastern",International,"2874 Prince Abdulaziz Ibn Musaid Ibn Jalawi St As Sulimaniyah, Riyadh Saudi Arabia",5,Closed Now:See all hours,3 of 10 Contemporary in Riyadh,Takya,5.0 ,5.0
1264,Thalateen Thakhassusi St. Al Olaya, Riyadh Saudi Arabia,Riyadh,"Barbecue, Middle Eastern, Egyptian",BBQ,"Thalateen Thakhassusi St. Al Olaya, Riyadh Saudi Arabia",36,+ Add hours,22 of 30 Barbecue in Riyadh,Gad,4.0 ,4.0
1265,53, Al Hawwari,Riyadh,"Indian, Asian, Vegetarian Friendly",Indian,"53, Al Hawwari, Al Malaz, Riyadh 12812 Saudi Arabia",25,+ Add hours,34 of 69 Indian in Riyadh,Almas Indian Restaurant,4.0 ,4.0
1266,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd Riyadh Park Mall, Riyadh Saudi Arabia,Riyadh,"Steakhouse, Contemporary, Barbecue",BBQ,"Prince Muhammad Ibn Saad Ibn Abdulaziz Rd Riyadh Park Mall, Riyadh Saudi Arabia",26,Closed Now:See all hours,40 of 100 American in Riyadh,Brisket,3.5 ,3.5
1267,King Abdul Aziz Road South, Riyadh Saudi Arabia,Riyadh,"Seafood, Middle Eastern, Mediterranean",Seafood,"King Abdul Aziz Road South, Riyadh Saudi Arabia",97,+ Add hours,14 of 32 Seafood in Riyadh,Amo Hamza,3.5 ,3.5
1268,Hitteen Plaza Exit 2, Riyadh Saudi Arabia,Riyadh,"Italian, Pizza",Italian,"Hitteen Plaza Exit 2, Riyadh Saudi Arabia",11,Opens in 25 min:See all hours,39 of 97 Italian in Riyadh,Oregano Pizzeria,4.0 ,4.0
1269,Panorama Mall , Takhassusi St,Riyadh,French,European,"Panorama Mall , Takhassusi St, Riyadh 11672 Saudi Arabia",10,+ Add hours,20 of 38 French in Riyadh,Laduree Riyadh Panorama Mall,4.5 ,4.5
1270,Rubeen Plaza, Riyadh Saudi Arabia,Riyadh,"Arabic, Middle Eastern, Vegetarian Friendly",Arabic,"Rubeen Plaza, Riyadh Saudi Arabia",19,+ Add hours,63 of 108 Middle Eastern in Riyadh,Azkadenya KSA,3.5 ,3.5
1271,King Fahad Branch road, Riyadh Saudi Arabia,Riyadh,"Lebanese, Mediterranean, Armenian",Arabic,"King Fahad Branch road, Riyadh Saudi Arabia",14,Closed Now:See all hours,24 of 47 Lebanese in Riyadh,Ekleel,4.5 ,4.5
1272,Al Hashimi Al Quds, Riyadh 13214 Saudi Arabia,Riyadh,American,American,"Al Hashimi Al Quds, Riyadh 13214 Saudi Arabia",25,+ Add hours,41 of 100 American in Riyadh,Burger King,3.5 ,3.5
1273,Imam Saud bin Faisal Rd, Riyadh 13521 Saudi Arabia,Riyadh,American,American,"Imam Saud bin Faisal Rd, Riyadh 13521 Saudi Arabia",12,Closed Now:See all hours,42 of 100 American in Riyadh,Tomahawk,4.0 ,4.0
1274,4376 Prince Muhammad Bin Abdulaziz Rd, Riyadh Saudi Arabia,Riyadh,"Japanese, Sushi, Asian",Asian,"4376 Prince Muhammad Bin Abdulaziz Rd, Riyadh Saudi Arabia",29,+ Add hours,17 of 27 Japanese in Riyadh,Sushi Art,3.5 ,3.5
1275,Musa Bin Nusir ST, Riyadh 11435 Saudi Arabia,Riyadh,Seafood,Seafood,"Musa Bin Nusir ST, Riyadh 11435 Saudi Arabia",23,+ Add hours,15 of 32 Seafood in Riyadh,Amohamza,4.0 ,4.0
1276,King Saud Road, Al Wazarat District,Riyadh,International,International,"King Saud Road, Al Wazarat District, Riyadh 11464 Saudi Arabia",8,Open Now:6:30 AM - 11:00 PM,27 of 79 International in Riyadh,Quick Bites,5.0 ,5.0
1277,Al Hamdan Street Near to Jazeera Shoping Market Sulaimania rd, Riyadh 11421 Saudi Arabia,Riyadh,"Chinese, Asian, Indian",Asian,"Al Hamdan Street Near to Jazeera Shoping Market Sulaimania rd, Riyadh 11421 Saudi Arabia",19,Closed Now:See all hours,20 of 37 Chinese in Riyadh,Gate of Jazeera Palace,4.0 ,4.0
1278,Tahliah Street, Riyadh Saudi Arabia,Riyadh,"talian, French, American, European",European,"Tahliah Street, Riyadh Saudi Arabia",12,+ Add hours,40 of 97 Italian in Riyadh,Zero Four Restaurant,4.0 ,4.0
1279,intersection of eastern ring rd. with Makkah Kurais Rd., Riyadh Saudi Arabia,Riyadh,"Steakhouse, Turkish",BBQ,"intersection of eastern ring rd. with Makkah Kurais Rd., Riyadh Saudi Arabia",7,+ Add hours,25 of 33 Steakhouse in Riyadh,Sultani Steakhouse,4.5 ,4.5
1280,King Abdul-Aziz Road, Riyadh Saudi Arabia,Riyadh,American,American,"King Abdul-Aziz Road, Riyadh Saudi Arabia",14,+ Add hours,44 of 100 American in Riyadh,Mooyah,4.0 ,4.0
1281,Wadi Aldawasir Street, 6 Olaya Main Road,Riyadh,"Lebanese, Mediterranean, Middle Eastern",Arabic,"Wadi Aldawasir Street, 6 Olaya Main Road, Riyadh 11635 Saudi Arabia",25,Closed Now:See all hours,25 of 47 Lebanese in Riyadh,Flamingo Restaurant,4.0 ,4.0
1282,Princ Sultan Bin Abdulaziz Rd, Riyadh Saudi Arabia,Riyadh,Turkish,European,"Princ Sultan Bin Abdulaziz Rd, Riyadh Saudi Arabia",9,+ Add hours,15 of 42 Turkish in Riyadh,Mikado House,4.0 ,4.0
1283,5058 Prince Muhammad Ibn Abdulaziz Branch Rd, Near Dabab Crossing,Riyadh,European,European,"5058 Prince Muhammad Ibn Abdulaziz Branch Rd, Near Dabab Crossing, Between Sabb Bank And Civil Defense Center, Riyadh 11243 Saudi Arabia",22,Closed Now:See all hours,35 of 57 European in Riyadh,Verdure Restaurant,3.5 ,3.5
1284,Tahlia Street, Riyadh Saudi Arabia,Riyadh,Arabic,Arabic,"Tahlia Street, Riyadh Saudi Arabia",19,+ Add hours,9 of 58 Arabic in Riyadh,Alkofeia,4.0 ,4.0
1285,Prince Muhammad Bin Abdulaziz Rd, Riyadh 12222 Saudi Arabia,Riyadh,Italian,Italian,"Prince Muhammad Bin Abdulaziz Rd, Riyadh 12222 Saudi Arabia",11,+ Add hours,41 of 97 Italian in Riyadh,Cioccolatitaliani,4.0 ,4.0
1286,King Abdullah Road, Riyadh Saudi Arabia,Riyadh,Turkish,European,"King Abdullah Road, Riyadh Saudi Arabia",7,+ Add hours,16 of 42 Turkish in Riyadh,Petek,4.5 ,4.5
1287,Al Howaishel Tower, Wadi Al Artawi Street,Riyadh,Cafe,Cafe,"Al Howaishel Tower, Wadi Al Artawi Street,, Riyadh Saudi Arabia",7,+ Add hours,65 of 108 Middle Eastern in Riyadh,White Garden Cafe,4.5 ,4.5
1288,Al Olaya Street, Riyadh 12241 Saudi Arabia,Riyadh,International,International,"Al Olaya Street, Riyadh 12241 Saudi Arabia",8,+ Add hours,28 of 79 International in Riyadh,Caramel Lobby Lounge,4.5 ,4.5
1289,king Abdul Aziz Road, Riyadh Saudi Arabia,Riyadh,Canadian,American,"king Abdul Aziz Road, Riyadh Saudi Arabia",22,Open Now:6:00 AM - 2:00 AM,2 of 2 Canadian in Riyadh,Le Gourmet Burger,3.5 ,3.5
1290,King Abdullah Road, Riyadh Saudi Arabia,Riyadh,Seafood,Seafood,"King Abdullah Road, Riyadh Saudi Arabia",20,Closed Now:See all hours,16 of 32 Seafood in Riyadh,Darin Restaurant,4.0 ,4.0
1291,Riyadh Street, Riyadh Saudi Arabia,Riyadh,Arabic,Arabic,"Riyadh Street, Riyadh Saudi Arabia",9,+ Add hours,10 of 58 Arabic in Riyadh,Kanafandi,4.5 ,4.5
1292,7617 Khalid Ibn Al Walid Street Ghirnatah, Riyadh 13242 Saudi Arabia,Riyadh,"ndian, Pakistani, Afghani",Asian,"7617 Khalid Ibn Al Walid Street Ghirnatah, Riyadh 13242 Saudi Arabia",7,+ Add hours,37 of 69 Indian in Riyadh,Al Zalal Restaurant,4.5 ,4.5
1293,Al Mathar Ash Shamali, Riyadh 12334 Saudi Arabia,Riyadh,"ebanese, Mediterranean, Arabic",Mediterranean,"Al Mathar Ash Shamali, Riyadh 12334 Saudi Arabia",8,+ Add hours,26 of 47 Lebanese in Riyadh,Ward,4.5 ,4.5
1294,7013 At Takhassusi Branch Al Ourouba Road, Riyadh 123413507 Saudi Arabia,Riyadh,"Italian, European",Italian,"7013 At Takhassusi Branch Al Ourouba Road, Riyadh 123413507 Saudi Arabia",18,+ Add hours,42 of 97 Italian in Riyadh,Julia's Restaurant,4.0 ,4.0
1295,Khalid Ibn Yazid Ibn Muawiyah Al Olaya Al Olaya, Riyadh 66939 Saudi Arabia,Riyadh,"Mediterranean, European, Spanish",Mediterranean,"Khalid Ibn Yazid Ibn Muawiyah Al Olaya Al Olaya, Riyadh 66939 Saudi Arabia",28,Open Now:See all hours,58 of 95 Mediterranean in Riyadh,Palmeras,4.0 ,4.0
1296,Exit -2 near King Saud University, Riyadh 11481 Saudi Arabia,Riyadh,American,American,"Exit -2 near King Saud University, Riyadh 11481 Saudi Arabia",13,+ Add hours,45 of 100 American in Riyadh,Mooyah Burgers Fries Shakes,4.0 ,4.0
1297,Olaya St, Riyadh Saudi Arabia,Riyadh,"Italian, Pizza",Italian,"Olaya St, Riyadh Saudi Arabia",59,Closed Now:See all hours,43 of 97 Italian in Riyadh,The Pizza Company,3.5 ,3.5
1298,King Abdulaziz, Riyadh 13315 Saudi Arabia,Riyadh,"hinese, Asian",Asian,"King Abdulaziz, Riyadh 13315 Saudi Arabia",15,+ Add hours,22 of 37 Chinese in Riyadh,Bistro Chino,4.0 ,4.0
1299,Othman bin Affan Street Waha DIstrict, Riyadh Saudi Arabia,Riyadh,Japanese,Asian,"Othman bin Affan Street Waha DIstrict, Riyadh Saudi Arabia",6,+ Add hours,18 of 27 Japanese in Riyadh,Bonzai Japanese Grill,4.5 ,4.5
1300,Al Sahmi Street Al Hada District, Riyadh 64819 Saudi Arabia,Riyadh,Cafe,Cafe,"Al Sahmi Street Al Hada District, Riyadh 64819 Saudi Arabia",11,+ Add hours,29 of 79 International in Riyadh,"Olea Cafe, Kitchen & Lounge",4.0 ,4.0
1301,King Abdu Aziz road Sahara Mall, Riyadh Saudi Arabia,Riyadh,"Italian, Fast Food, Vegetarian Friendly",Italian,"King Abdu Aziz road Sahara Mall, Riyadh Saudi Arabia",25,+ Add hours,44 of 97 Italian in Riyadh,Panino's restaurant,3.5 ,3.5
1302,2385 Olaya Street Riyadh, Kingdom of Saudi Arabia 12611 - 9242 Inside Aloft Riyadh Hotel,Riyadh,"American, International, Asian",American,"2385 Olaya Street Riyadh, Kingdom of Saudi Arabia 12611 - 9242 Inside Aloft Riyadh Hotel, Riyadh Saudi Arabia",14,Closed Now:See all hours,45 of 97 Italian in Riyadh,Dish,4.0 ,4.0
1303,____ ____ __ ______ - __ _______, Riyadh Saudi Arabia,Riyadh,Turkish,European,"____ ____ __ ______ - __ _______, Riyadh Saudi Arabia",47,Open Now:6:30 AM - 12:30 AM,17 of 42 Turkish in Riyadh,مطعم الفخار,3.5 ,3.5
1304,Riyadh Prince Turki Ibn Abdulaziz Al Awwal Rd, Riyadh 13512 Saudi Arabia,Riyadh,Italian,Italian,"Riyadh Prince Turki Ibn Abdulaziz Al Awwal Rd, Riyadh 13512 Saudi Arabia",7,+ Add hours,46 of 97 Italian in Riyadh,Le d'Or,4.5 ,4.5
1305,King Fahad Road Olaya Area, Riyadh Saudi Arabia,Riyadh,International,International,"King Fahad Road Olaya Area, Riyadh Saudi Arabia",5,+ Add hours,31 of 79 International in Riyadh,The View Restaurant,5.0 ,5.0
1306,Al Takhassousi on the corner right after the intersection with King Abdullah Street going north, Riyadh Saudi Arabia,Riyadh,"Middle Eastern, Lebanese, Mediterranean",Arabic,"Al Takhassousi on the corner right after the intersection with King Abdullah Street going north, Riyadh Saudi Arabia",24,+ Add hours,27 of 47 Lebanese in Riyadh,Manqosha,4.0 ,4.0
1307,King Abdullah Road Al Rahmaniya, Riyadh Saudi Arabia,Riyadh,"Fast Food, Middle Eastern, Persian",Fast Food,"King Abdullah Road Al Rahmaniya, Riyadh Saudi Arabia",28,+ Add hours,30 of 84 Fast Food in Riyadh,Shayah Iranian Restaurant,3.5 ,3.5
1308,Al-'Olayya District, Riyadh Saudi Arabia,Riyadh,Italian,Italian,"Al-'Olayya District, Riyadh Saudi Arabia",13,+ Add hours,47 of 97 Italian in Riyadh,La Villa,4.0 ,4.0
1309,King Fahd Road Ar Rahmaniyah, Riyadh 12341 Saudi Arabia,Riyadh,"Italian, Pizza",Italian,"King Fahd Road Ar Rahmaniyah, Riyadh 12341 Saudi Arabia",27,Closed Now:See all hours,48 of 97 Italian in Riyadh,Italian House,4.0 ,4.0
1310,Riyadh Saudi Arabia,Riyadh Saudi Arabia,Riyadh,"Pakistani, Asian, Middle Eastern",Asian,Riyadh Saudi Arabia,26,+ Add hours,59 of 86 Asian in Riyadh,La Sani,3.5 ,3.5
1311,Jaber Bin Abdullah Street Nojood Mall, Riyadh 12712 Saudi Arabia,Riyadh,American,American,"Jaber Bin Abdullah Street Nojood Mall, Riyadh 12712 Saudi Arabia",4,Closed Now:See all hours,47 of 100 American in Riyadh,Buttermilk,5.0 ,5.0
1312,Mohamed 5 Street, Riyadh Saudi Arabia,Riyadh,"Mediterranean, Egyptian",Mediterranean,"Mohamed 5 Street, Riyadh Saudi Arabia",6,+ Add hours,60 of 95 Mediterranean in Riyadh,Qasr El Nil,4.5 ,4.5
1313,Olaya Road King Fahad Road, Riyadh Saudi Arabia,Riyadh,"talian, Pizza",Pizza,"Olaya Road King Fahad Road, Riyadh Saudi Arabia",17,+ Add hours,49 of 97 Italian in Riyadh,Cento Per Cento,4.0 ,4.0
1314,Al Dabab Street, Riyadh Saudi Arabia,Riyadh,French,Bakery,"Al Dabab Street, Riyadh Saudi Arabia",13,Open Now:9:30 AM - 11:00 PM,22 of 38 French in Riyadh,Cakery Shop,4.0 ,4.0
1315,4100 Northern Ring Rd, Riyadh 13311 Saudi Arabia,Riyadh,"Italian, Pizza, Seafood",Italian,"4100 Northern Ring Rd, Riyadh 13311 Saudi Arabia",5,Closed today:See all hours,50 of 97 Italian in Riyadh,Margherita,4.5 ,4.5
1316,Badiaa , Al Ruwaishid Mall,Riyadh,"Pizza, Fast Food",Pizza,"Badiaa , Al Ruwaishid Mall, Ruwaq Mall, Riyadh Saudi Arabia",12,Closed Now:See all hours,27 of 76 Pizza in Riyadh,Pastalita,4.0 ,4.0
1317,Prince Mohamad Bin Abdul Aziz, Riyadh Saudi Arabia,Riyadh,Vegetarian Friendly,Healthy,"Prince Mohamad Bin Abdul Aziz, Riyadh Saudi Arabia",34,+ Add hours,332 of 849 Restaurants in Riyadh,Waterlemon,3.5 ,3.5
1318,Takhasussi Street, Riyadh Saudi Arabia,Riyadh,"Mediterranean, Turkish, Middle Eastern",Mediterranean,"Takhasussi Street, Riyadh Saudi Arabia",17,+ Add hours,61 of 95 Mediterranean in Riyadh,Farouj Al Carawan Restaurant,4.0 ,4.0
1319,Othman Bin Affan Road, Al Nakheel Mall,Riyadh,International,International,"Othman Bin Affan Road, Al Nakheel Mall, Riyadh 11564 Saudi Arabia",8,+ Add hours,32 of 79 International in Riyadh,Rice Creamery,4.0 ,4.0
1320,6137 King Abdul Aziz Rd, Exit 5,Riyadh,"French, International, European",Bakery,"6137 King Abdul Aziz Rd, Exit 5, Riyadh 13312 2851 Saudi Arabia",4,+ Add hours,23 of 38 French in Riyadh,PAUL Bakery & Restaurant,5.0 ,5.0
1321,Imam Saud Bin Abdulaziz Bin Mohammed Rd Ash Shuhada, Riyadh 13241 Saudi Arabia,Riyadh,"Chinese, Asian",Asian,"Imam Saud Bin Abdulaziz Bin Mohammed Rd Ash Shuhada, Riyadh 13241 Saudi Arabia",39,Closed Now:See all hours,23 of 37 Chinese in Riyadh,PF Chang's,3.5 ,3.5
1322,Al Wazarat District Harra, Riyadh Saudi Arabia,Riyadh,"Pakistani, Indian, Asian",Asian,"Al Wazarat District Harra, Riyadh Saudi Arabia",43,+ Add hours,38 of 69 Indian in Riyadh,Lahori Khabay,3.5 ,3.5
1323,Prince Mohammed Bin Abdulaziz S Localizer Mall, Riyadh Saudi Arabia,Riyadh,Italian,Italian,"Prince Mohammed Bin Abdulaziz S Localizer Mall, Riyadh Saudi Arabia",16,+ Add hours,51 of 97 Italian in Riyadh,Vapiano,4.0 ,4.0
1324,King Fahd Rd,King Fahd Rd,Riyadh,Pizza,Pizza,"King Fahd Rd,, Riyadh 13515 Saudi Arabia",12,+ Add hours,28 of 76 Pizza in Riyadh,Fatera Hat,4.0 ,4.0
1325,2385 Olaya Street Aloft Riyadh Hotel, Riyadh Saudi Arabia,Riyadh,"Cafe, Fast Food, Contemporary",Cafe,"2385 Olaya Street Aloft Riyadh Hotel, Riyadh Saudi Arabia",9,+ Add hours,40 of 97 Cafe in Riyadh,Re:fuel snack bar,4.0 ,4.0
1326,Umar Bin Abdulaziz St, Riyadh Saudi Arabia,Riyadh,Cafe,Cafe,"Umar Bin Abdulaziz St, Riyadh Saudi Arabia",15,Closed Now:See all hours,41 of 97 Cafe in Riyadh,Can Cafe,3.5 ,3.5
1327,Thalatheen Street, Riyadh Saudi Arabia,Riyadh,"Middle Eastern, Lebanese, Mediterranean",Arabic,"Thalatheen Street, Riyadh Saudi Arabia",30,+ Add hours,28 of 47 Lebanese in Riyadh,Set Al Sham,3.5 ,3.5
1328,Prince Sultan Street, Beside Al Rifai,Riyadh,"International, Barbecue",International,"Prince Sultan Street, Beside Al Rifai, Riyadh Saudi Arabia",19,+ Add hours,34 of 79 International in Riyadh,BBQ Restaurant,3.5 ,3.5
1329,King Abdul Aziz Road, North Exit 6,Riyadh,Seafood,Seafood,"King Abdul Aziz Road, North Exit 6, Riyadh Saudi Arabia",13,Closed Now:See all hours,19 of 32 Seafood in Riyadh,Salmon,4.0 ,4.0
1330,North squire ext 2, Riyadh Saudi Arabia,Riyadh,American,American,"North squire ext 2, Riyadh Saudi Arabia",19,+ Add hours,50 of 100 American in Riyadh,Applebee's Riyadh ! Al Nakheel Distrect,3.5 ,3.5
1331,Northern Ring Branch Road, Riyadh Saudi Arabia,Riyadh,Turkish,European,"Northern Ring Branch Road, Riyadh Saudi Arabia",16,Open Now:8:00 AM - 1:00 AM,21 of 42 Turkish in Riyadh,Big Chefs,3.5 ,3.5
1332,Khaled bin Waleed Street Ghornatha district, Riyadh Saudi Arabia,Riyadh,Cafe,Cafe,"Khaled bin Waleed Street Ghornatha district, Riyadh Saudi Arabia",11,+ Add hours,52 of 97 Italian in Riyadh,Arena Cafe,4.0 ,4.0
